Year;Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Coverage;Categories;Areas
2023;20956;25962;Imaging Science Journal;journal;1368-2199, 1743-131X;Maney Publishing;No;No;0,183;Q3;32;56;95;2545;92;95;0,71;45,45;37,25;0;United Kingdom;Western Europe;1997-2026;"Media Technology (Q3); Computer Vision and Pattern Recognition (Q4)";"Computer Science; Engineering"
2023;20957;21101085290;International Journal of Applied Economics, Finance and Accounting (discontinued);journal;2577-767X;Online Academic Press;No;No;0,183;Q3;10;95;83;4375;107;83;1,63;46,05;36,36;1;United States;Northern America;2019-2024;"Economics, Econometrics and Finance (miscellaneous) (Q3); Accounting (Q4); Business, Management and Accounting (miscellaneous) (Q4); Development (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
2023;20958;21100847440;International Journal of Comparative Labour Law and Industrial Relations;journal;1875-838X, 0952-617X;Kluwer Law International;No;No;0,183;Q3;16;28;64;1651;48;64;0,69;58,96;47,37;2;United Kingdom;Western Europe;2017-2025;"Industrial Relations (Q3); Law (Q3); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Social Sciences"
2023;20959;21100821128;International Journal of Criminal Justice Sciences (discontinued);journal;0973-5089;International Journal of Criminal Justice Sciences;Yes;No;0,183;Q3;11;56;98;2380;61;98;0,59;42,50;27,54;0;India;Asiatic Region;2017-2024;Law (Q3);Social Sciences
2023;20960;21100386473;Journal of Anesthesia History;journal;2352-4529;Elsevier Inc.;No;No;0,183;Q3;11;0;43;0;25;42;1,20;0,00;0,00;0;United States;Northern America;2015-2021;"Anesthesiology and Pain Medicine (Q3); History and Philosophy of Science (Q3)";"Arts and Humanities; Medicine"
2023;20961;18400156721;Journal of Economic Cooperation and Development;journal;1308-7800;Statistical Economic and Social Research and Training Centre for Islamic Countries;No;No;0,183;Q3;24;27;91;1308;65;90;0,46;48,44;32,73;0;Turkey;Middle East;2009-2025;"Political Science and International Relations (Q3); Business and International Management (Q4); Economics and Econometrics (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
2023;20962;21100854850;Journal of Indian Academy of Oral Medicine and Radiology;journal;0975-1572, 0972-1363;Wolters Kluwer Medknow Publications;Yes;No;0,183;Q3;16;137;285;2277;128;265;0,39;16,62;49,73;0;India;Asiatic Region;2010-2012, 2014-2025;"Dentistry (miscellaneous) (Q3); Otorhinolaryngology (Q4); Radiology, Nuclear Medicine and Imaging (Q4)";"Dentistry; Medicine"
2023;20963;16227;Journal of Law and Medicine;journal;1320-159X;Thomson Reuters (Professional) Australia Ltd;No;No;0,183;Q3;23;53;200;0;97;200;0,40;0,00;50,00;0;Australia;Pacific Region;1994, 2001-2025;"Law (Q3); Health Policy (Q4); Issues, Ethics and Legal Aspects (Q4); Medicine (miscellaneous) (Q4)";"Medicine; Nursing; Social Sciences"
2023;20964;21101045046;Minerva Orthopedics;journal;2784-8469, 2784-871X;Edizioni Minerva Medica S.p.A.;No;No;0,183;Q3;8;63;148;2184;185;128;1,25;34,67;32,25;0;Italy;Western Europe;2021-2025;"Surgery (Q3); Orthopedics and Sports Medicine (Q4)";Medicine
2023;20965;21100204913;Moscow University Biological Sciences Bulletin;journal;1934-791X, 0096-3925;;No;No;0,183;Q3;17;49;115;1503;91;111;0,67;30,67;53,95;0;Russian Federation;Eastern Europe;1980, 1988, 2009, 2011-2025;"Agricultural and Biological Sciences (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science"
2023;20966;19700177314;Revista de Cercetare si Interventie Sociala;journal;1583-3410, 1584-5397;Expert Projects;Yes;No;0,183;Q3;19;45;205;1553;139;205;0,58;34,51;56,20;0;Romania;Eastern Europe;2008-2025;"Sociology and Political Science (Q3); Health (social science) (Q4); Social Psychology (Q4)";"Psychology; Social Sciences"
2023;20967;23132;Revista Estudos Feministas;journal;1806-9584, 0104-026X;Universidade Federal de Santa Catarina;Yes;Yes;0,183;Q3;25;91;371;2815;114;365;0,23;30,93;82,64;1;Brazil;Latin America;1994-1995, 2006-2025;Gender Studies (Q3);Social Sciences
2023;20968;21101023086;Sport TK;journal;2254-4070, 2340-8812;Universidad de Murcia;Yes;No;0,183;Q3;12;111;201;3245;124;201;0,61;29,23;31,88;0;Spain;Western Europe;2019-2025;"Complementary and Manual Therapy (Q3); Occupational Therapy (Q3); Education (Q4); Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4)";"Health Professions; Medicine; Social Sciences"
2023;20969;18800156708;Tropical Journal of Pharmaceutical Research;journal;1596-5996, 1596-9827;University of Benin;Yes;No;0,183;Q3;56;327;1129;6629;698;1129;0,56;20,27;47,69;0;Nigeria;Africa;2008-2026;"Pharmaceutical Science (Q3); Pharmacology (medical) (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
2023;20970;21100783507;Vestnik Transplantologii i Iskusstvennykh Organov;journal;1995-1191, 2412-6160;Russian Transplant Society;Yes;Yes;0,183;Q3;11;67;229;1975;93;225;0,46;29,48;43,53;0;Russian Federation;Eastern Europe;2015-2025;"Transplantation (Q3); Immunology and Allergy (Q4)";Medicine
2023;20971;21100466246;Veterinary Record Case Reports;journal;2052-6121;John Wiley and Sons Inc;No;No;0,183;Q3;11;233;720;5928;211;712;0,29;25,44;52,55;2;United Kingdom;Western Europe;2013-2026;Veterinary (miscellaneous) (Q3);Veterinary
2023;20972;20494;Victorian Naturalist;journal;0042-5184;Field Naturalists Club of Victoria;No;No;0,183;Q3;12;28;65;502;17;49;0,19;17,93;37,04;0;Australia;Pacific Region;1980, 1984, 2008-2025;Agricultural and Biological Sciences (miscellaneous) (Q3);Agricultural and Biological Sciences
2023;20973;26936;Acta Physica Polonica A;journal;1898-794X, 0587-4246;Polska Akademia Nauk;Yes;Yes;0,183;Q4;56;150;862;4486;541;857;0,57;29,91;27,57;0;Poland;Eastern Europe;1991-1994, 1996-2026;Physics and Astronomy (miscellaneous) (Q4);Physics and Astronomy
2023;20974;93592;Advances in Mind-Body Medicine;journal;1470-3556;InnoVision Communications;No;No;0,183;Q4;28;8;42;0;29;42;0,75;0,00;57,69;0;United States;Northern America;1996-2005, 2007-2009, 2012-2026;"Complementary and Alternative Medicine (Q4); Medicine (miscellaneous) (Q4); Psychiatry and Mental Health (Q4)";Medicine
2023;20975;4700152860;ANZIAM Journal;journal;1446-1811, 1446-8735;Cambridge University Press;No;No;0,183;Q4;35;19;71;436;44;67;0,72;22,95;25,81;0;United Kingdom;Western Europe;2000-2026;Mathematics (miscellaneous) (Q4);Mathematics
2023;20976;145725;Beijing Gongye Daxue Xuebao / Journal of Beijing University of Technology;journal;0254-0037;Beijing University of Technology;No;No;0,183;Q4;22;135;417;4901;310;417;0,86;36,30;37,32;0;China;Asiatic Region;2005-2025;Engineering (miscellaneous) (Q4);Engineering
2023;20977;21101073599;Environmental Chemistry;journal;0254-6108;Science Press;No;No;0,183;Q4;14;363;562;18338;538;559;0,96;50,52;43,66;0;China;Asiatic Region;2021-2025;"Analytical Chemistry (Q4); Environmental Chemistry (Q4); Pollution (Q4)";"Chemistry; Environmental Science"
2023;20978;21100204509;Exceptionality Education International;journal;1918-5227;Scholarship at Western;No;No;0,183;Q4;17;5;40;241;27;40;0,27;48,20;78,95;0;Canada;Northern America;2012-2026;"Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
2023;20979;27766;Fa yi xue za zhi;journal;1004-5619;Journal of Forensic Medicine;Yes;No;0,183;Q4;15;73;341;2055;167;341;0,36;28,15;38,34;0;China;Asiatic Region;1997-2025;Pathology and Forensic Medicine (Q4);Medicine
2023;20980;21100875598;Fizika Nizkikh Temperatur;journal;0132-6414, 1816-0328;B.Verkin Institute for Low Temperature Physics and Engineering of the NAS of Ukraine;No;No;0,183;Q4;25;183;448;6745;167;436;0,40;36,86;23,04;0;Ukraine;Eastern Europe;1987-1989, 1996-2026;Physics and Astronomy (miscellaneous) (Q4);Physics and Astronomy
2023;20981;34132;Indian Journal of Agronomy;journal;0974-4460, 0537-197X;Indian Society of Agronomy;No;No;0,183;Q4;30;40;247;697;67;234;0,25;17,43;17,36;1;India;Asiatic Region;1993-2023;Agronomy and Crop Science (Q4);Agricultural and Biological Sciences
2023;20982;21101055931;Indonesian Journal of Agricultural Science;journal;1411-982X, 2354-8509;Indonesian Agency for Agricultural Research and Development;No;No;0,183;Q4;5;0;28;0;18;28;0,44;0,00;0,00;0;Indonesia;Asiatic Region;2019-2022;"Agronomy and Crop Science (Q4); Animal Science and Zoology (Q4); Food Science (Q4); Soil Science (Q4)";Agricultural and Biological Sciences
2023;20983;21100198553;International Journal of Banking, Accounting and Finance;journal;1755-3830, 1755-3849;Inderscience;No;No;0,183;Q4;14;10;48;636;28;48;0,36;63,60;25,00;0;Switzerland;Western Europe;2008-2025;"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
2023;20984;21100242227;International Journal of Manufacturing, Materials, and Mechanical Engineering;journal;2156-1672, 2156-1680;IGI Publishing;No;No;0,183;Q4;17;1;46;35;75;46;1,97;35,00;50,00;0;United States;Northern America;2011-2025;"Mechanical Engineering (Q4); Mechanics of Materials (Q4)";Engineering
2023;20985;6400153175;International Journal of Services Operations and Informatics;journal;1741-539X, 1741-5403;Inderscience Enterprises Ltd;No;No;0,183;Q4;17;9;43;447;41;42;1,00;49,67;18,52;0;United Kingdom;Western Europe;2006-2013, 2016-2024;"Computer Science Applications (Q4); Information Systems (Q4); Management Information Systems (Q4); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
2023;20986;21101092535;Journal of Chemical and Petroleum Engineering;journal;2423-6721, 2423-673X;University of Tehran;Yes;Yes;0,183;Q4;9;24;70;1079;55;70;0,87;44,96;13,04;0;Iran;Middle East;2019-2025;"Catalysis (Q4); Chemical Engineering (miscellaneous) (Q4); Fluid Flow and Transfer Processes (Q4); Process Chemistry and Technology (Q4)";Chemical Engineering
2023;20987;24701;Journal of Chemical Crystallography;journal;1572-8854, 1074-1542;Springer;No;No;0,183;Q4;37;55;166;2167;144;166;0,94;39,40;32,60;0;United States;Northern America;1994-2026;"Chemistry (miscellaneous) (Q4); Condensed Matter Physics (Q4)";"Chemistry; Physics and Astronomy"
2023;20988;21100242246;Journal of Natural Science, Biology and Medicine (discontinued);journal;2229-7707, 0976-9668;Think Biotech Limited;Yes;No;0,183;Q4;49;40;115;1218;148;111;1,05;30,45;44,04;0;United Kingdom;Western Europe;2010-2025;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Medicine (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2023;20989;21100238411;Journal of Prime Research in Mathematics;journal;1818-5495, 1817-3462;Abdus Salam School of mathematical Sciences;No;No;0,183;Q4;12;17;60;382;47;60;0,75;22,47;7,89;0;Pakistan;Asiatic Region;2011-2013, 2015-2025;Mathematics (miscellaneous) (Q4);Mathematics
2023;20990;18000156708;Neuropsychiatria i Neuropsychologia;journal;2084-9885, 1896-6764;Termedia Publishing House Ltd.;No;No;0,183;Q4;11;22;69;949;36;68;0,46;43,14;55,42;0;Poland;Eastern Europe;2009-2025;"Behavioral Neuroscience (Q4); Neuropsychology and Physiological Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Neuroscience; Psychology"
2023;20991;21101174381;Northeast Journal of Complex Systems;journal;2577-8439;Binghamton University Libraries;Yes;Yes;0,183;Q4;6;8;15;240;10;15;0,69;30,00;39,13;0;United States;Northern America;2019-2025;"Applied Mathematics (Q4); Modeling and Simulation (Q4); Statistical and Nonlinear Physics (Q4)";"Mathematics; Physics and Astronomy"
2023;20992;13329;Pratiques Psychologiques;journal;1878-092X, 1269-1763;Elsevier Masson s.r.l.;No;No;0,183;Q4;17;19;57;980;27;54;0,54;51,58;57,58;1;France;Western Europe;2004-2026;Psychology (miscellaneous) (Q4);Psychology
2023;20993;21100324717;Recent Advances in Electrical and Electronic Engineering;journal;2352-0965, 2352-0973;Bentham Science Publishers;No;No;0,183;Q4;16;79;266;2796;194;255;0,87;35,39;26,55;0;United Arab Emirates;Middle East;2007, 2014-2026;"Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4)";"Engineering; Materials Science"
2023;20994;4800153108;Research in Organizational Change and Development;book series;0897-3016;Emerald Group Publishing Ltd.;No;No;0,183;Q4;23;0;16;0;22;1;1,09;0,00;0,00;0;United Kingdom;Western Europe;1999, 2001, 2003-2004, 2007, 2009-2021, 2025-2026;"Business and International Management (Q4); Organizational Behavior and Human Resource Management (Q4)";Business, Management and Accounting
2023;20995;21101149189;Revista Ciencias Marinas y Costeras;journal;1659-407X;Universidad Nacional;Yes;Yes;0,183;Q4;4;8;35;259;17;35;0,50;32,38;22,73;0;Costa Rica;Latin America;2019-2026;"Animal Science and Zoology (Q4); Aquatic Science (Q4); Ecology, Evolution, Behavior and Systematics (Q4); Environmental Science (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Environmental Science"
2023;20996;21100873054;Siriraj Medical Journal;journal;2629-995X, 2228-8082;Faculty of Medicine Siriraj Hospital, Mahidol University;Yes;Yes;0,183;Q4;11;110;286;3050;141;283;0,50;27,73;57,59;0;Thailand;Asiatic Region;2018-2025;Medicine (miscellaneous) (Q4);Medicine
2023;20997;21100853599;Vestnik of Saint Petersburg University. Earth Sciences;journal;2587-585X, 2541-9668;St. Petersburg University Press;No;No;0,183;Q4;11;40;117;1490;72;117;0,51;37,25;49,17;0;Russian Federation;Eastern Europe;2017-2025;"Earth and Planetary Sciences (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4); Geology (Q4)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
2023;20998;21101046179;Diacritica;journal;0870-8967, 2183-9174;Universidade do Minho;Yes;Yes;0,182;Q1;4;41;139;1387;15;134;0,07;33,83;58,70;0;Portugal;Western Europe;2018-2025;"Literature and Literary Theory (Q1); Visual Arts and Performing Arts (Q1); Linguistics and Language (Q2); Music (Q2)";"Arts and Humanities; Social Sciences"
2023;20999;16400154733;Journal of Architecture;journal;1360-2365, 1466-4410;Routledge;No;No;0,182;Q1;28;68;152;56;122;144;0,72;0,82;54,41;0;United Kingdom;Western Europe;1996-2026;"Visual Arts and Performing Arts (Q1); Architecture (Q2)";"Arts and Humanities; Engineering"
2023;21000;6700153271;Journal of Egyptian Archaeology;journal;2514-0582, 0307-5133;Egypt Exploration Society;No;No;0,182;Q2;15;22;56;767;43;56;0,75;34,86;48,39;0;United Kingdom;Western Europe;1964, 1966-1967, 1969, 1971-1972, 1975, 1980, 2002-2010, 2012-2025;"Archeology (arts and humanities) (Q2); History (Q2); Archeology (Q3)";"Arts and Humanities; Social Sciences"
2023;21001;21100914978;Journal of the Siam Society;journal;0304-226X, 2651-1851;Siam Society under Royal Patronage;No;No;0,182;Q2;5;30;49;554;14;45;0,35;18,47;34,78;0;Thailand;Asiatic Region;2018-2025;"Arts and Humanities (miscellaneous) (Q2); Cultural Studies (Q2); Anthropology (Q3)";"Arts and Humanities; Social Sciences"
2023;21002;21100273223;Revista de Investigacion en Logopedia;journal;2174-5218;Universidad de Castilla la Mancha;Yes;Yes;0,182;Q2;10;29;80;1343;44;80;0,54;46,31;60,53;0;Spain;Western Europe;2011-2026;"Linguistics and Language (Q2); Speech and Hearing (Q4)";"Health Professions; Social Sciences"
2023;21003;16100154705;South African Historical Journal;journal;1726-1686, 0258-2473;Taylor and Francis Ltd.;No;No;0,182;Q2;24;29;98;1451;46;89;0,40;50,03;25,00;0;United Kingdom;Western Europe;1969-2026;History (Q2);Arts and Humanities
2023;21004;17118;Textile History;journal;1743-2952, 0040-4969;Maney Publishing;No;No;0,182;Q2;16;12;37;502;14;30;0,25;41,83;80,00;0;United Kingdom;Western Europe;1968-2023, 2025;"History (Q2); Industrial and Manufacturing Engineering (Q3); Business and International Management (Q4); Business, Management and Accounting (miscellaneous) (Q4)";"Arts and Humanities; Business, Management and Accounting; Engineering"
2023;21005;14000155926;Transactions of the Charles S Peirce Society;journal;0009-1774;Indiana University Press;No;No;0,182;Q2;23;23;70;729;30;70;0,22;31,70;12,50;0;United States;Northern America;2002-2025;Philosophy (Q2);Arts and Humanities
2023;21006;5600153334;Women's History Review;journal;0961-2025, 1747-583X;Routledge;No;No;0,182;Q2;32;59;194;0;135;181;0,54;0,00;88,33;1;United Kingdom;Western Europe;1992-2026;"History (Q2); Gender Studies (Q3)";"Arts and Humanities; Social Sciences"
2023;21007;23612;Zgodovinski Casopis;journal;0350-5774;Zveza Zgodovinskih Drustev Slovenije;No;No;0,182;Q2;7;14;60;752;10;51;0,15;53,71;20,00;0;Slovenia;Eastern Europe;1979, 1982, 1984, 2011, 2013-2025;History (Q2);Arts and Humanities
2023;21008;5700153945;Alternative Law Journal;journal;1037-969X, 2398-9084;SAGE Publications Inc.;No;No;0,182;Q3;18;57;184;0;109;142;0,58;0,00;55,17;0;United Kingdom;Western Europe;2002-2026;"Law (Q3); Sociology and Political Science (Q3)";Social Sciences
2023;21009;18430;Caryologia;journal;0008-7114, 2165-5391;Firenze University Press;Yes;No;0,182;Q3;36;34;178;1470;86;177;0,39;43,24;48,11;0;United Kingdom;Western Europe;1949-2025;"Agricultural and Biological Sciences (miscellaneous) (Q3); Genetics (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
2023;21010;21100865012;Economia Agro-Alimentare;journal;1972-4802, 1126-1668;FrancoAngeli;Yes;No;0,182;Q3;14;27;79;1352;62;70;0,88;50,07;35,48;0;Italy;Western Europe;2012-2025;"Agricultural and Biological Sciences (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Agronomy and Crop Science (Q4); Business, Management and Accounting (miscellaneous) (Q4); Economics and Econometrics (Q4); Food Animals (Q4); Food Science (Q4); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4)";"Agricultural and Biological Sciences; Business, Management and Accounting; Economics, Econometrics and Finance; Environmental Science; Social Sciences; Veterinary"
